school_id,time_point,grade,level_group,english_assessed,summed_category_count,discrepancy_count,has_discrepancy
305435,BoSY,Grade 10,3-level,423,263,-160,TRUE
305435,BoSY,Grade 7,2-level,474,161,-313,TRUE
305435,BoSY,Grade 7,3-level,474,305,-169,TRUE
305435,BoSY,Grade 8,2-level,439,147,-292,TRUE
305435,BoSY,Grade 8,3-level,439,292,-147,TRUE
305435,BoSY,Grade 9,2-level,364,173,-191,TRUE
305435,BoSY,Grade 9,3-level,364,165,-199,TRUE
305435,EoSY,Grade 10,eosy,237,237,0,FALSE
305435,EoSY,Grade 7,eosy,127,127,0,FALSE
305435,EoSY,Grade 8,eosy,186,186,0,FALSE
305435,EoSY,Grade 9,eosy,179,179,0,FALSE
305438,BoSY,Grade 10,2-level,897,487,-410,TRUE
305438,BoSY,Grade 10,3-level,897,386,-511,TRUE
305438,BoSY,Grade 7,2-level,908,424,-484,TRUE
305438,BoSY,Grade 7,3-level,908,467,-441,TRUE
305438,BoSY,Grade 8,2-level,834,276,-558,TRUE
305438,BoSY,Grade 8,3-level,834,550,-284,TRUE
305438,BoSY,Grade 9,2-level,847,519,-328,TRUE
305438,BoSY,Grade 9,3-level,847,286,-561,TRUE
305438,EoSY,Grade 10,eosy,866,866,0,FALSE
305438,EoSY,Grade 7,eosy,847,847,0,FALSE
305438,EoSY,Grade 8,eosy,799,799,0,FALSE
305438,EoSY,Grade 9,eosy,763,763,0,FALSE
305442,BoSY,Grade 10,2-level,270,137,-133,TRUE
305442,BoSY,Grade 10,3-level,270,133,-137,TRUE
305442,BoSY,Grade 7,2-level,270,114,-156,TRUE
305442,BoSY,Grade 7,3-level,270,154,-116,TRUE
305442,BoSY,Grade 8,2-level,277,130,-147,TRUE
305442,BoSY,Grade 8,3-level,277,147,-130,TRUE
305442,BoSY,Grade 9,2-level,275,128,-147,TRUE
305442,BoSY,Grade 9,3-level,275,146,-129,TRUE
305442,EoSY,Grade 10,eosy,243,243,0,FALSE
305442,EoSY,Grade 7,eosy,249,249,0,FALSE
305442,EoSY,Grade 8,eosy,239,239,0,FALSE
305442,EoSY,Grade 9,eosy,232,232,0,FALSE
305444,BoSY,Grade 10,2-level,352,171,-181,TRUE
305444,BoSY,Grade 10,3-level,352,175,-177,TRUE
305444,BoSY,Grade 7,2-level,463,220,-243,TRUE
305444,BoSY,Grade 7,3-level,463,168,-295,TRUE
305444,BoSY,Grade 8,2-level,373,169,-204,TRUE
305444,BoSY,Grade 8,3-level,373,158,-215,TRUE
305444,BoSY,Grade 9,2-level,293,154,-139,TRUE
305444,BoSY,Grade 9,3-level,293,134,-159,TRUE
305444,EoSY,Grade 10,eosy,106,106,0,FALSE
305444,EoSY,Grade 7,eosy,145,145,0,FALSE
305444,EoSY,Grade 8,eosy,132,132,0,FALSE
305444,EoSY,Grade 9,eosy,111,111,0,FALSE
305447,BoSY,Grade 10,2-level,566,89,-477,TRUE
305447,BoSY,Grade 10,3-level,566,6,-560,TRUE
305447,BoSY,Grade 7,2-level,764,96,-668,TRUE
305447,BoSY,Grade 7,3-level,764,10,-754,TRUE
305447,BoSY,Grade 8,2-level,621,157,-464,TRUE
305447,BoSY,Grade 8,3-level,621,26,-595,TRUE
305447,BoSY,Grade 9,2-level,575,22,-553,TRUE
305447,BoSY,Grade 9,3-level,575,0,-575,TRUE
305447,EoSY,Grade 10,eosy,95,95,0,FALSE
305447,EoSY,Grade 7,eosy,106,106,0,FALSE
305447,EoSY,Grade 8,eosy,183,183,0,FALSE
305447,EoSY,Grade 9,eosy,22,22,0,FALSE
305450,BoSY,Grade 10,2-level,368,175,-193,TRUE
305450,BoSY,Grade 10,3-level,368,191,-177,TRUE
305450,BoSY,Grade 7,2-level,482,231,-251,TRUE
305450,BoSY,Grade 7,3-level,482,246,-236,TRUE
305450,BoSY,Grade 8,2-level,488,233,-255,TRUE
305450,BoSY,Grade 8,3-level,488,252,-236,TRUE
305450,BoSY,Grade 9,2-level,365,167,-198,TRUE
305450,BoSY,Grade 9,3-level,365,186,-179,TRUE
305450,EoSY,Grade 10,eosy,368,368,0,FALSE
305450,EoSY,Grade 7,eosy,482,482,0,FALSE
305450,EoSY,Grade 8,eosy,488,488,0,FALSE
305450,EoSY,Grade 9,eosy,365,365,0,FALSE
305452,BoSY,Grade 10,2-level,640,215,-425,TRUE
305452,BoSY,Grade 10,3-level,640,189,-451,TRUE
305452,BoSY,Grade 7,2-level,693,218,-475,TRUE
305452,BoSY,Grade 7,3-level,693,327,-366,TRUE
305452,BoSY,Grade 8,2-level,625,225,-400,TRUE
305452,BoSY,Grade 8,3-level,625,249,-376,TRUE
305452,BoSY,Grade 9,2-level,590,207,-383,TRUE
305452,BoSY,Grade 9,3-level,590,185,-405,TRUE
305452,EoSY,Grade 10,eosy,384,384,0,FALSE
305452,EoSY,Grade 7,eosy,617,617,0,FALSE
305452,EoSY,Grade 8,eosy,517,517,0,FALSE
305452,EoSY,Grade 9,eosy,398,398,0,FALSE
305453,BoSY,Grade 10,2-level,701,121,-580,TRUE
305453,BoSY,Grade 10,3-level,701,40,-661,TRUE
305453,BoSY,Grade 7,2-level,891,180,-711,TRUE
305453,BoSY,Grade 7,3-level,891,55,-836,TRUE
305453,BoSY,Grade 8,2-level,1002,692,-310,TRUE
305453,BoSY,Grade 8,3-level,1002,83,-919,TRUE
305453,BoSY,Grade 9,2-level,710,482,-228,TRUE
305453,BoSY,Grade 9,3-level,710,62,-648,TRUE
305453,EoSY,Grade 10,eosy,160,160,0,FALSE
305453,EoSY,Grade 7,eosy,269,269,0,FALSE
305453,EoSY,Grade 8,eosy,789,789,0,FALSE
305453,EoSY,Grade 9,eosy,606,606,0,FALSE
305454,BoSY,Grade 10,2-level,128,64,-64,TRUE
305454,BoSY,Grade 10,3-level,128,64,-64,TRUE
305454,BoSY,Grade 7,2-level,139,32,-107,TRUE
305454,BoSY,Grade 7,3-level,139,106,-33,TRUE
305454,BoSY,Grade 8,2-level,179,112,-67,TRUE
305454,BoSY,Grade 8,3-level,179,67,-112,TRUE
305454,BoSY,Grade 9,2-level,120,37,-83,TRUE
305454,BoSY,Grade 9,3-level,120,83,-37,TRUE
305454,EoSY,Grade 10,eosy,125,125,0,FALSE
305454,EoSY,Grade 7,eosy,138,138,0,FALSE
305454,EoSY,Grade 8,eosy,163,163,0,FALSE
305454,EoSY,Grade 9,eosy,116,116,0,FALSE
305459,BoSY,Grade 10,2-level,1001,537,-464,TRUE
305459,BoSY,Grade 10,3-level,1001,342,-659,TRUE
305459,BoSY,Grade 7,2-level,960,279,-681,TRUE
305459,BoSY,Grade 7,3-level,960,668,-292,TRUE
305459,BoSY,Grade 8,2-level,918,271,-647,TRUE
305459,BoSY,Grade 8,3-level,918,623,-295,TRUE
305459,BoSY,Grade 9,2-level,779,473,-306,TRUE
305459,BoSY,Grade 9,3-level,779,288,-491,TRUE
305459,EoSY,Grade 10,eosy,74,74,0,FALSE
305459,EoSY,Grade 7,eosy,212,212,0,FALSE
305459,EoSY,Grade 8,eosy,167,167,0,FALSE
305459,EoSY,Grade 9,eosy,83,83,0,FALSE
305461,BoSY,Grade 10,2-level,261,247,-14,TRUE
305461,BoSY,Grade 10,3-level,261,0,-261,TRUE
305461,BoSY,Grade 7,2-level,327,319,-8,TRUE
305461,BoSY,Grade 7,3-level,327,0,-327,TRUE
305461,BoSY,Grade 8,2-level,426,424,-2,TRUE
305461,BoSY,Grade 8,3-level,426,0,-426,TRUE
305461,BoSY,Grade 9,2-level,280,265,-15,TRUE
305461,BoSY,Grade 9,3-level,280,0,-280,TRUE
305461,EoSY,Grade 10,eosy,247,247,0,FALSE
305461,EoSY,Grade 7,eosy,319,319,0,FALSE
305461,EoSY,Grade 8,eosy,424,424,0,FALSE
305461,EoSY,Grade 9,eosy,265,265,0,FALSE
305465,BoSY,Grade 10,2-level,844,181,-663,TRUE
305465,BoSY,Grade 10,3-level,844,111,-733,TRUE
305465,BoSY,Grade 7,2-level,813,257,-556,TRUE
305465,BoSY,Grade 7,3-level,813,495,-318,TRUE
305465,BoSY,Grade 8,2-level,978,249,-729,TRUE
305465,BoSY,Grade 8,3-level,978,590,-388,TRUE
305465,BoSY,Grade 9,2-level,780,199,-581,TRUE
305465,BoSY,Grade 9,3-level,780,204,-576,TRUE
305465,EoSY,Grade 10,eosy,229,229,0,FALSE
305465,EoSY,Grade 7,eosy,738,738,0,FALSE
305465,EoSY,Grade 8,eosy,780,780,0,FALSE
305465,EoSY,Grade 9,eosy,361,361,0,FALSE
305471,BoSY,Grade 10,2-level,482,133,-349,TRUE
305471,BoSY,Grade 10,3-level,482,65,-417,TRUE
305471,BoSY,Grade 7,2-level,1010,226,-784,TRUE
305471,BoSY,Grade 7,3-level,1010,150,-860,TRUE
305471,BoSY,Grade 8,2-level,802,146,-656,TRUE
305471,BoSY,Grade 8,3-level,802,151,-651,TRUE
305471,BoSY,Grade 9,2-level,656,347,-309,TRUE
305471,BoSY,Grade 9,3-level,656,79,-577,TRUE
305471,EoSY,Grade 10,eosy,232,232,0,FALSE
305471,EoSY,Grade 7,eosy,376,376,0,FALSE
305471,EoSY,Grade 8,eosy,297,297,0,FALSE
305471,EoSY,Grade 9,eosy,337,337,0,FALSE
305498,BoSY,Grade 10,2-level,52,3,-49,TRUE
305498,BoSY,Grade 10,3-level,52,49,-3,TRUE
305498,BoSY,Grade 7,2-level,75,2,-73,TRUE
305498,BoSY,Grade 7,3-level,75,73,-2,TRUE
305498,BoSY,Grade 8,2-level,76,11,-65,TRUE
305498,BoSY,Grade 8,3-level,76,65,-11,TRUE
305498,BoSY,Grade 9,2-level,52,7,-45,TRUE
305498,BoSY,Grade 9,3-level,52,42,-10,TRUE
305498,EoSY,Grade 10,eosy,53,53,0,FALSE
305498,EoSY,Grade 7,eosy,80,80,0,FALSE
305498,EoSY,Grade 8,eosy,83,83,0,FALSE
305498,EoSY,Grade 9,eosy,51,51,0,FALSE
305500,BoSY,Grade 10,2-level,29,7,-22,TRUE
305500,BoSY,Grade 10,3-level,29,22,-7,TRUE
305500,BoSY,Grade 7,2-level,36,3,-33,TRUE
305500,BoSY,Grade 7,3-level,36,33,-3,TRUE
305500,BoSY,Grade 8,2-level,34,2,-32,TRUE
305500,BoSY,Grade 8,3-level,34,32,-2,TRUE
305500,BoSY,Grade 9,2-level,20,8,-12,TRUE
305500,BoSY,Grade 9,3-level,20,12,-8,TRUE
305500,EoSY,Grade 10,eosy,29,29,0,FALSE
305500,EoSY,Grade 7,eosy,36,36,0,FALSE
305500,EoSY,Grade 8,eosy,35,35,0,FALSE
305500,EoSY,Grade 9,eosy,23,23,0,FALSE
305506,BoSY,Grade 10,2-level,11,5,-6,TRUE
305506,BoSY,Grade 10,3-level,11,6,-5,TRUE
305506,BoSY,Grade 7,2-level,22,14,-8,TRUE
305506,BoSY,Grade 7,3-level,22,8,-14,TRUE
305506,BoSY,Grade 8,2-level,21,10,-11,TRUE
305506,BoSY,Grade 8,3-level,21,11,-10,TRUE
305506,BoSY,Grade 9,2-level,16,9,-7,TRUE
305506,BoSY,Grade 9,3-level,16,7,-9,TRUE
305506,EoSY,Grade 10,eosy,9,9,0,FALSE
305506,EoSY,Grade 7,eosy,20,20,0,FALSE
305506,EoSY,Grade 8,eosy,19,19,0,FALSE
305506,EoSY,Grade 9,eosy,13,13,0,FALSE
305517,BoSY,Grade 10,2-level,35,12,-23,TRUE
305517,BoSY,Grade 10,3-level,35,23,-12,TRUE
305517,BoSY,Grade 7,2-level,53,13,-40,TRUE
305517,BoSY,Grade 7,3-level,53,39,-14,TRUE
305517,BoSY,Grade 8,2-level,51,8,-43,TRUE
305517,BoSY,Grade 8,3-level,51,42,-9,TRUE
305517,BoSY,Grade 9,2-level,41,19,-22,TRUE
305517,BoSY,Grade 9,3-level,41,22,-19,TRUE
305517,EoSY,Grade 10,eosy,34,34,0,FALSE
305517,EoSY,Grade 7,eosy,44,44,0,FALSE
305517,EoSY,Grade 8,eosy,46,46,0,FALSE
305517,EoSY,Grade 9,eosy,41,41,0,FALSE
305568,BoSY,Grade 10,2-level,395,203,-192,TRUE
305568,BoSY,Grade 10,3-level,395,184,-211,TRUE
305568,BoSY,Grade 7,2-level,469,230,-239,TRUE
305568,BoSY,Grade 7,3-level,469,227,-242,TRUE
305568,BoSY,Grade 8,2-level,378,165,-213,TRUE
305568,BoSY,Grade 8,3-level,378,213,-165,TRUE
305568,BoSY,Grade 9,2-level,289,184,-105,TRUE
305568,BoSY,Grade 9,3-level,289,99,-190,TRUE
305568,EoSY,Grade 10,eosy,399,399,0,FALSE
305568,EoSY,Grade 7,eosy,467,467,0,FALSE
305568,EoSY,Grade 8,eosy,403,403,0,FALSE
305568,EoSY,Grade 9,eosy,315,315,0,FALSE
305581,BoSY,Grade 10,2-level,41,1,-40,TRUE
305581,BoSY,Grade 10,3-level,41,40,-1,TRUE
305581,BoSY,Grade 7,2-level,46,11,-35,TRUE
305581,BoSY,Grade 7,3-level,46,33,-13,TRUE
305581,BoSY,Grade 8,2-level,46,5,-41,TRUE
305581,BoSY,Grade 8,3-level,46,41,-5,TRUE
305581,BoSY,Grade 9,2-level,31,0,-31,TRUE
305581,BoSY,Grade 9,3-level,31,31,0,FALSE
305581,EoSY,Grade 10,eosy,40,40,0,FALSE
305581,EoSY,Grade 7,eosy,47,47,0,FALSE
305581,EoSY,Grade 8,eosy,45,45,0,FALSE
305581,EoSY,Grade 9,eosy,28,28,0,FALSE
305635,BoSY,Grade 10,2-level,411,232,-179,TRUE
305635,BoSY,Grade 10,3-level,411,53,-358,TRUE
305635,BoSY,Grade 7,2-level,515,294,-221,TRUE
305635,BoSY,Grade 7,3-level,515,125,-390,TRUE
305635,BoSY,Grade 8,2-level,462,272,-190,TRUE
305635,BoSY,Grade 8,3-level,462,87,-375,TRUE
305635,BoSY,Grade 9,2-level,385,221,-164,TRUE
305635,BoSY,Grade 9,3-level,385,76,-309,TRUE
305635,EoSY,Grade 10,eosy,399,399,0,FALSE
305635,EoSY,Grade 7,eosy,523,523,0,FALSE
305635,EoSY,Grade 8,eosy,469,469,0,FALSE
305635,EoSY,Grade 9,eosy,390,390,0,FALSE
305651,BoSY,Grade 10,2-level,28,3,-25,TRUE
305651,BoSY,Grade 10,3-level,28,25,-3,TRUE
305651,BoSY,Grade 7,2-level,35,8,-27,TRUE
305651,BoSY,Grade 7,3-level,35,27,-8,TRUE
305651,BoSY,Grade 8,2-level,35,2,-33,TRUE
305651,BoSY,Grade 8,3-level,35,33,-2,TRUE
305651,BoSY,Grade 9,2-level,29,6,-23,TRUE
305651,BoSY,Grade 9,3-level,29,23,-6,TRUE
305651,EoSY,Grade 10,eosy,28,28,0,FALSE
305651,EoSY,Grade 7,eosy,35,35,0,FALSE
305651,EoSY,Grade 8,eosy,34,34,0,FALSE
305651,EoSY,Grade 9,eosy,27,27,0,FALSE
305655,BoSY,Grade 10,2-level,25,12,-13,TRUE
305655,BoSY,Grade 10,3-level,25,9,-16,TRUE
305655,BoSY,Grade 7,2-level,27,13,-14,TRUE
305655,BoSY,Grade 7,3-level,27,13,-14,TRUE
305655,BoSY,Grade 8,2-level,28,14,-14,TRUE
305655,BoSY,Grade 8,3-level,28,12,-16,TRUE
305655,BoSY,Grade 9,2-level,20,10,-10,TRUE
305655,BoSY,Grade 9,3-level,20,8,-12,TRUE
305655,EoSY,Grade 10,eosy,26,26,0,FALSE
305655,EoSY,Grade 7,eosy,26,26,0,FALSE
305655,EoSY,Grade 8,eosy,25,25,0,FALSE
305655,EoSY,Grade 9,eosy,16,16,0,FALSE
305660,BoSY,Grade 10,2-level,33,7,-26,TRUE
305660,BoSY,Grade 10,3-level,33,26,-7,TRUE
305660,BoSY,Grade 7,2-level,45,12,-33,TRUE
305660,BoSY,Grade 7,3-level,45,33,-12,TRUE
305660,BoSY,Grade 8,2-level,41,7,-34,TRUE
305660,BoSY,Grade 8,3-level,41,34,-7,TRUE
305660,BoSY,Grade 9,2-level,43,15,-28,TRUE
305660,BoSY,Grade 9,3-level,43,28,-15,TRUE
305660,EoSY,Grade 10,eosy,33,33,0,FALSE
305660,EoSY,Grade 7,eosy,45,45,0,FALSE
305660,EoSY,Grade 8,eosy,39,39,0,FALSE
305660,EoSY,Grade 9,eosy,38,38,0,FALSE
305662,BoSY,Grade 10,2-level,25,7,-18,TRUE
305662,BoSY,Grade 10,3-level,25,17,-8,TRUE
305662,BoSY,Grade 7,2-level,52,22,-30,TRUE
305662,BoSY,Grade 7,3-level,52,28,-24,TRUE
305662,BoSY,Grade 8,2-level,43,12,-31,TRUE
305662,BoSY,Grade 8,3-level,43,30,-13,TRUE
305662,BoSY,Grade 9,2-level,38,10,-28,TRUE
305662,BoSY,Grade 9,3-level,38,27,-11,TRUE
305662,EoSY,Grade 10,eosy,24,24,0,FALSE
305662,EoSY,Grade 7,eosy,50,50,0,FALSE
305662,EoSY,Grade 8,eosy,41,41,0,FALSE
305662,EoSY,Grade 9,eosy,36,36,0,FALSE
305665,BoSY,Grade 10,2-level,15,0,-15,TRUE
305665,BoSY,Grade 10,3-level,15,12,-3,TRUE
305665,BoSY,Grade 7,2-level,25,0,-25,TRUE
305665,BoSY,Grade 7,3-level,25,21,-4,TRUE
305665,BoSY,Grade 8,2-level,16,0,-16,TRUE
305665,BoSY,Grade 8,3-level,16,11,-5,TRUE
305665,BoSY,Grade 9,2-level,15,1,-14,TRUE
305665,BoSY,Grade 9,3-level,15,10,-5,TRUE
305665,EoSY,Grade 10,eosy,16,16,0,FALSE
305665,EoSY,Grade 7,eosy,28,28,0,FALSE
305665,EoSY,Grade 8,eosy,16,16,0,FALSE
305665,EoSY,Grade 9,eosy,13,13,0,FALSE
305669,BoSY,Grade 10,2-level,38,12,-26,TRUE
305669,BoSY,Grade 10,3-level,38,26,-12,TRUE
305669,BoSY,Grade 7,2-level,39,4,-35,TRUE
305669,BoSY,Grade 7,3-level,39,35,-4,TRUE
305669,BoSY,Grade 8,2-level,31,3,-28,TRUE
305669,BoSY,Grade 8,3-level,31,28,-3,TRUE
305669,BoSY,Grade 9,2-level,21,11,-10,TRUE
305669,BoSY,Grade 9,3-level,21,10,-11,TRUE
305669,EoSY,Grade 10,eosy,39,39,0,FALSE
305669,EoSY,Grade 7,eosy,39,39,0,FALSE
305669,EoSY,Grade 8,eosy,31,31,0,FALSE
305669,EoSY,Grade 9,eosy,21,21,0,FALSE
305677,BoSY,Grade 10,2-level,32,17,-15,TRUE
305677,BoSY,Grade 10,3-level,32,15,-17,TRUE
305677,BoSY,Grade 7,2-level,59,7,-52,TRUE
305677,BoSY,Grade 7,3-level,59,52,-7,TRUE
305677,BoSY,Grade 8,2-level,49,1,-48,TRUE
305677,BoSY,Grade 8,3-level,49,48,-1,TRUE
305677,BoSY,Grade 9,2-level,48,20,-28,TRUE
305677,BoSY,Grade 9,3-level,48,28,-20,TRUE
305677,EoSY,Grade 10,eosy,39,39,0,FALSE
305677,EoSY,Grade 7,eosy,57,57,0,FALSE
305677,EoSY,Grade 8,eosy,50,50,0,FALSE
305677,EoSY,Grade 9,eosy,50,50,0,FALSE
305681,BoSY,Grade 10,2-level,161,71,-90,TRUE
305681,BoSY,Grade 10,3-level,161,85,-76,TRUE
305681,BoSY,Grade 7,2-level,230,149,-81,TRUE
305681,BoSY,Grade 7,3-level,230,80,-150,TRUE
305681,BoSY,Grade 8,2-level,166,110,-56,TRUE
305681,BoSY,Grade 8,3-level,166,56,-110,TRUE
305681,BoSY,Grade 9,2-level,166,129,-37,TRUE
305681,BoSY,Grade 9,3-level,166,36,-130,TRUE
305681,EoSY,Grade 10,eosy,157,157,0,FALSE
305681,EoSY,Grade 7,eosy,229,229,0,FALSE
305681,EoSY,Grade 8,eosy,199,199,0,FALSE
305681,EoSY,Grade 9,eosy,165,165,0,FALSE
305710,BoSY,Grade 10,2-level,78,35,-43,TRUE
305710,BoSY,Grade 10,3-level,78,26,-52,TRUE
305710,BoSY,Grade 7,2-level,86,62,-24,TRUE
305710,BoSY,Grade 7,3-level,86,21,-65,TRUE
305710,BoSY,Grade 8,2-level,71,36,-35,TRUE
305710,BoSY,Grade 8,3-level,71,27,-44,TRUE
305710,BoSY,Grade 9,2-level,68,36,-32,TRUE
305710,BoSY,Grade 9,3-level,68,21,-47,TRUE
305710,EoSY,Grade 10,eosy,81,81,0,FALSE
305710,EoSY,Grade 7,eosy,83,83,0,FALSE
305710,EoSY,Grade 8,eosy,68,68,0,FALSE
305710,EoSY,Grade 9,eosy,67,67,0,FALSE
305713,BoSY,Grade 10,2-level,27,0,-27,TRUE
305713,BoSY,Grade 10,3-level,27,0,-27,TRUE
305713,BoSY,Grade 7,2-level,65,1,-64,TRUE
305713,BoSY,Grade 7,3-level,65,1,-64,TRUE
305713,BoSY,Grade 8,2-level,49,1,-48,TRUE
305713,BoSY,Grade 8,3-level,49,1,-48,TRUE
305713,BoSY,Grade 9,2-level,40,0,-40,TRUE
305713,BoSY,Grade 9,3-level,40,0,-40,TRUE
305713,EoSY,Grade 10,eosy,0,0,0,FALSE
305713,EoSY,Grade 7,eosy,68,68,0,FALSE
305713,EoSY,Grade 8,eosy,43,43,0,FALSE
305713,EoSY,Grade 9,eosy,41,41,0,FALSE
305722,BoSY,Grade 10,2-level,45,24,-21,TRUE
305722,BoSY,Grade 10,3-level,45,13,-32,TRUE
305722,BoSY,Grade 7,2-level,60,12,-48,TRUE
305722,BoSY,Grade 7,3-level,60,48,-12,TRUE
305722,BoSY,Grade 8,2-level,68,33,-35,TRUE
305722,BoSY,Grade 8,3-level,68,34,-34,TRUE
305722,BoSY,Grade 9,2-level,52,15,-37,TRUE
305722,BoSY,Grade 9,3-level,52,32,-20,TRUE
305722,EoSY,Grade 10,eosy,20,20,0,FALSE
305722,EoSY,Grade 7,eosy,35,35,0,FALSE
305722,EoSY,Grade 8,eosy,45,45,0,FALSE
305722,EoSY,Grade 9,eosy,23,23,0,FALSE
305750,BoSY,Grade 10,2-level,51,24,-27,TRUE
305750,BoSY,Grade 10,3-level,51,27,-24,TRUE
305750,BoSY,Grade 7,2-level,66,4,-62,TRUE
305750,BoSY,Grade 7,3-level,66,62,-4,TRUE
305750,BoSY,Grade 8,2-level,84,6,-78,TRUE
305750,BoSY,Grade 8,3-level,84,78,-6,TRUE
305750,BoSY,Grade 9,2-level,48,7,-41,TRUE
305750,BoSY,Grade 9,3-level,48,40,-8,TRUE
305750,EoSY,Grade 10,eosy,48,48,0,FALSE
305750,EoSY,Grade 7,eosy,66,66,0,FALSE
305750,EoSY,Grade 8,eosy,79,79,0,FALSE
305750,EoSY,Grade 9,eosy,48,48,0,FALSE
305755,BoSY,Grade 10,2-level,92,47,-45,TRUE
305755,BoSY,Grade 10,3-level,92,44,-48,TRUE
305755,BoSY,Grade 7,2-level,138,72,-66,TRUE
305755,BoSY,Grade 7,3-level,138,65,-73,TRUE
305755,BoSY,Grade 8,2-level,154,85,-69,TRUE
305755,BoSY,Grade 8,3-level,154,65,-89,TRUE
305755,BoSY,Grade 9,2-level,104,61,-43,TRUE
305755,BoSY,Grade 9,3-level,104,38,-66,TRUE
305755,EoSY,Grade 10,eosy,68,68,0,FALSE
305755,EoSY,Grade 7,eosy,125,125,0,FALSE
305755,EoSY,Grade 8,eosy,150,150,0,FALSE
305755,EoSY,Grade 9,eosy,95,95,0,FALSE
305843,BoSY,Grade 10,2-level,36,13,-23,TRUE
305843,BoSY,Grade 10,3-level,36,23,-13,TRUE
305843,BoSY,Grade 7,2-level,60,10,-50,TRUE
305843,BoSY,Grade 7,3-level,60,50,-10,TRUE
305843,BoSY,Grade 8,2-level,36,6,-30,TRUE
305843,BoSY,Grade 8,3-level,36,30,-6,TRUE
305843,BoSY,Grade 9,2-level,36,4,-32,TRUE
305843,BoSY,Grade 9,3-level,36,31,-5,TRUE
305843,EoSY,Grade 10,eosy,27,27,0,FALSE
305843,EoSY,Grade 7,eosy,56,56,0,FALSE
305843,EoSY,Grade 8,eosy,32,32,0,FALSE
305843,EoSY,Grade 9,eosy,26,26,0,FALSE
305844,BoSY,Grade 10,2-level,45,12,-33,TRUE
305844,BoSY,Grade 10,3-level,45,33,-12,TRUE
305844,BoSY,Grade 7,2-level,57,15,-42,TRUE
305844,BoSY,Grade 7,3-level,57,42,-15,TRUE
305844,BoSY,Grade 8,2-level,57,7,-50,TRUE
305844,BoSY,Grade 8,3-level,57,50,-7,TRUE
305844,BoSY,Grade 9,2-level,46,9,-37,TRUE
305844,BoSY,Grade 9,3-level,46,37,-9,TRUE
305844,EoSY,Grade 10,eosy,44,44,0,FALSE
305844,EoSY,Grade 7,eosy,54,54,0,FALSE
305844,EoSY,Grade 8,eosy,59,59,0,FALSE
305844,EoSY,Grade 9,eosy,42,42,0,FALSE
305847,BoSY,Grade 10,2-level,27,10,-17,TRUE
305847,BoSY,Grade 10,3-level,27,10,-17,TRUE
305847,BoSY,Grade 7,2-level,60,23,-37,TRUE
305847,BoSY,Grade 7,3-level,60,24,-36,TRUE
305847,BoSY,Grade 8,2-level,60,21,-39,TRUE
305847,BoSY,Grade 8,3-level,60,23,-37,TRUE
305847,BoSY,Grade 9,2-level,33,11,-22,TRUE
305847,BoSY,Grade 9,3-level,33,13,-20,TRUE
305847,EoSY,Grade 10,eosy,25,25,0,FALSE
305847,EoSY,Grade 7,eosy,49,49,0,FALSE
305847,EoSY,Grade 8,eosy,53,53,0,FALSE
305847,EoSY,Grade 9,eosy,28,28,0,FALSE
305849,BoSY,Grade 10,2-level,21,19,-2,TRUE
305849,BoSY,Grade 10,3-level,21,1,-20,TRUE
305849,BoSY,Grade 7,2-level,37,26,-11,TRUE
305849,BoSY,Grade 7,3-level,37,6,-31,TRUE
305849,BoSY,Grade 8,2-level,29,18,-11,TRUE
305849,BoSY,Grade 8,3-level,29,9,-20,TRUE
305849,BoSY,Grade 9,2-level,25,20,-5,TRUE
305849,BoSY,Grade 9,3-level,25,1,-24,TRUE
305849,EoSY,Grade 10,eosy,16,16,0,FALSE
305849,EoSY,Grade 7,eosy,28,28,0,FALSE
305849,EoSY,Grade 8,eosy,21,21,0,FALSE
305849,EoSY,Grade 9,eosy,23,23,0,FALSE
305850,BoSY,Grade 10,2-level,15,6,-9,TRUE
305850,BoSY,Grade 10,3-level,15,6,-9,TRUE
305850,BoSY,Grade 7,2-level,32,15,-17,TRUE
305850,BoSY,Grade 7,3-level,32,15,-17,TRUE
305850,BoSY,Grade 8,2-level,29,9,-20,TRUE
305850,BoSY,Grade 8,3-level,29,18,-11,TRUE
305850,BoSY,Grade 9,2-level,30,11,-19,TRUE
305850,BoSY,Grade 9,3-level,30,16,-14,TRUE
305850,EoSY,Grade 10,eosy,15,15,0,FALSE
305850,EoSY,Grade 7,eosy,32,32,0,FALSE
305850,EoSY,Grade 8,eosy,29,29,0,FALSE
305850,EoSY,Grade 9,eosy,31,31,0,FALSE
305884,BoSY,Grade 10,2-level,99,67,-32,TRUE
305884,BoSY,Grade 10,3-level,99,28,-71,TRUE
305884,BoSY,Grade 7,2-level,125,77,-48,TRUE
305884,BoSY,Grade 7,3-level,125,43,-82,TRUE
305884,BoSY,Grade 8,2-level,101,75,-26,TRUE
305884,BoSY,Grade 8,3-level,101,22,-79,TRUE
305884,BoSY,Grade 9,2-level,77,48,-29,TRUE
305884,BoSY,Grade 9,3-level,77,27,-50,TRUE
305884,EoSY,Grade 10,eosy,99,99,0,FALSE
305884,EoSY,Grade 7,eosy,121,121,0,FALSE
305884,EoSY,Grade 8,eosy,104,104,0,FALSE
305884,EoSY,Grade 9,eosy,78,78,0,FALSE
305889,BoSY,Grade 10,2-level,51,9,-42,TRUE
305889,BoSY,Grade 10,3-level,51,42,-9,TRUE
305889,BoSY,Grade 7,2-level,61,8,-53,TRUE
